,State,State Code,Region,Division,Year,State.Minimum.Wage,State.Minimum.Wage.2020.Dollars,Federal.Minimum.Wage,Federal.Minimum.Wage.2020.Dollars,Effective.Minimum.Wage,Effective.Minimum.Wage.2020.Dollars,CPI.Average,Department.Of.Labor.Uncleaned.Data,Department.Of.Labor.Cleaned.Low.Value,Department.Of.Labor.Cleaned.Low.Value.2020.Dollars,Department.Of.Labor.Cleaned.High.Value,Department.Of.Labor.Cleaned.High.Value.2020.Dollars,Footnote
196,Arizona,AZ,West,Mountain,2005,0.0,0.0,5.15,6.82,5.15,6.82,195.3,...,0.0,0.0,0.0,0.0,
197,Arizona,AZ,West,Mountain,2006,0.0,0.0,5.15,6.61,5.15,6.61,201.6,...,0.0,0.0,0.0,0.0,
198,Arizona,AZ,West,Mountain,2007,6.75,8.42,5.15,6.42,6.75,8.42,207.342,6.75,6.75,8.42,6.75,8.42,
199,Arizona,AZ,West,Mountain,2008,6.9,8.29,5.85,7.03,6.9,8.29,215.303,6.9,6.9,8.29,6.9,8.29,
200,Arizona,AZ,West,Mountain,2009,7.25,8.74,6.55,7.9,7.25,8.74,214.537,7.25,7.25,8.74,7.25,8.74,
201,Arizona,AZ,West,Mountain,2010,7.25,8.6,7.25,8.6,7.25,8.6,218.056,7.25,7.25,8.6,7.25,8.6,
202,Arizona,AZ,West,Mountain,2011,7.35,8.45,7.25,8.34,7.35,8.45,224.939,7.35,7.35,8.45,7.35,8.45,
203,Arizona,AZ,West,Mountain,2012,7.65,8.62,7.25,8.17,7.65,8.62,229.594,7.65,7.65,8.62,7.65,8.62,
204,Arizona,AZ,West,Mountain,2013,7.8,8.66,7.25,8.05,7.8,8.66,232.957,7.8,7.8,8.66,7.8,8.66,
205,Arizona,AZ,West,Mountain,2014,7.9,8.63,7.25,7.92,7.9,8.63,236.736,7.9,7.9,8.63,7.9,8.63,
206,Arizona,AZ,West,Mountain,2015,8.05,8.79,7.25,7.91,8.05,8.79,237.017,8.05,8.05,8.79,8.05,8.79,
207,Arizona,AZ,West,Mountain,2016,8.05,8.68,7.25,7.81,8.05,8.68,240.007,8.05,8.05,8.68,8.05,8.68,
208,Arizona,AZ,West,Mountain,2017,10.0,10.55,7.25,7.65,10.0,10.55,245.12,10,10.0,10.55,10.0,10.55,
209,Arizona,AZ,West,Mountain,2018,10.5,10.82,7.25,7.47,10.5,10.82,251.107,10.5,10.5,10.82,10.5,10.82,
210,Arizona,AZ,West,Mountain,2019,12.0,12.14,7.25,7.34,12.0,12.14,255.657,12,12.0,12.14,12.0,12.14,
211,Arizona,AZ,West,Mountain,2020,12.0,12.0,7.25,7.25,12.0,12.0,258.66,12,12.0,12.0,12.0,12.0,
212,California,CA,West,Pacific,1968,1.65,12.26,1.15,8.55,1.65,12.26,34.8,1.65(b),1.65,12.26,1.65,12.26,(b)
213,California,CA,West,Pacific,1969,1.65,11.63,1.15,8.11,1.65,11.63,36.7,1.65(b),1.65,11.63,1.65,11.63,(b)
214,California,CA,West,Pacific,1970,1.65,11.0,1.3,8.67,1.65,11.0,38.8,1.65(b),1.65,11.0,1.65,11.0,(b)
215,California,CA,West,Pacific,1971,1.65,10.54,1.3,8.3,1.65,10.54,40.5,1.65(b),1.65,10.54,1.65,10.54,(b)
216,California,CA,West,Pacific,1972,1.65,10.21,1.6,9.9,1.65,10.21,41.8,1.65(b),1.65,10.21,1.65,10.21,(b)
217,California,CA,West,Pacific,1973,1.65,9.61,1.6,9.32,1.65,9.61,44.4,1.65(b),1.65,9.61,1.65,9.61,(b)
218,California,CA,West,Pacific,1974,1.65,8.66,1.6,8.39,1.65,8.66,49.3,1.65(b),1.65,8.66,1.65,8.66,(b)
219,California,CA,West,Pacific,1975,1.65,7.93,1.6,7.69,1.65,7.93,53.8,1.65(b),1.65,7.93,1.65,7.93,(b)
220,California,CA,West,Pacific,1976,2.0,9.09,2.2,10.0,2.2,10.0,56.9,2,2.0,9.09,2.0,9.09,
221,California,CA,West,Pacific,1977,2.0,8.54,2.2,9.39,2.2,9.39,60.6,2,2.0,8.54,2.0,8.54,
222,California,CA,West,Pacific,1978,2.0,7.93,2.2,8.73,2.2,8.73,65.2,2,2.0,7.93,2.0,7.93,
223,California,CA,West,Pacific,1979,2.9,10.33,2.9,10.33,2.9,10.33,72.6,2.9,2.9,10.33,2.9,10.33,
224,California,CA,West,Pacific,1980,2.9,9.1,3.1,9.73,3.1,9.73,82.4,2.9,2.9,9.1,2.9,9.1,
225,California,CA,West,Pacific,1981,3.35,9.53,3.35,9.53,3.35,9.53,90.9,3.35,3.35,9.53,3.35,9.53,
226,California,CA,West,Pacific,1982,3.35,8.98,3.35,8.98,3.35,8.98,96.5,3.35,3.35,8.98,3.35,8.98,
227,California,CA,West,Pacific,1983,3.35,8.7,3.35,8.7,3.35,8.7,99.6,3.35,3.35,8.7,3.35,8.7,
228,California,CA,West,Pacific,1984,3.35,8.34,3.35,8.34,3.35,8.34,103.9,3.35,3.35,8.34,3.35,8.34,
229,California,CA,West,Pacific,1985,3.35,8.05,3.35,8.05,3.35,8.05,107.6,3.35,3.35,8.05,3.35,8.05,
230,California,CA,West,Pacific,1986,3.35,7.91,3.35,7.91,3.35,7.91,109.6,3.35,3.35,7.91,3.35,7.91,
231,California,CA,West,Pacific,1987,3.35,7.63,3.35,7.63,3.35,7.63,113.6,3.35,3.35,7.63,3.35,7.63,
232,California,CA,West,Pacific,1988,3.35,7.32,3.35,7.32,3.35,7.32,118.3,3.35,3.35,7.32,3.35,7.32,
233,California,CA,West,Pacific,1989,3.35,6.99,3.35,6.99,3.35,6.99,124.0,3.35,3.35,6.99,3.35,6.99,
234,California,CA,West,Pacific,1990,3.35,6.63,3.35,6.63,3.35,6.63,130.7,3.35,3.35,6.63,3.35,6.63,
235,California,CA,West,Pacific,1991,4.25,8.07,3.8,7.22,4.25,8.07,136.2,4.25,4.25,8.07,4.25,8.07,
236,California,CA,West,Pacific,1992,4.25,7.84,4.25,7.84,4.25,7.84,140.3,4.25,4.25,7.84,4.25,7.84,
237,California,CA,West,Pacific,1993,4.25,7.61,4.25,7.61,4.25,7.61,144.5,4.25,4.25,7.61,4.25,7.61,
238,California,CA,West,Pacific,1994,4.25,7.42,4.25,7.42,4.25,7.42,148.2,4.25,4.25,7.42,4.25,7.42,
239,California,CA,West,Pacific,1995,4.25,7.21,4.25,7.21,4.25,7.21,152.4,4.25,4.25,7.21,4.25,7.21,
240,California,CA,West,Pacific,1996,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25,4.25,7.01,4.25,7.01,
241,California,CA,West,Pacific,1997,4.75,7.66,4.75,7.66,4.75,7.66,160.5,4.75,4.75,7.66,4.75,7.66,
242,California,CA,West,Pacific,1998,5.15,8.17,5.15,8.17,5.15,8.17,163.0,5.15,5.15,8.17,5.15,8.17,
243,California,CA,West,Pacific,1999,5.15,8.0,5.15,8.0,5.15,8.0,166.6,5.15,5.15,8.0,5.15,8.0,
244,California,CA,West,Pacific,2000,5.75,8.64,5.15,7.74,5.75,8.64,172.2,5.75,5.75,8.64,5.75,8.64,
245,California,CA,West,Pacific,2001,6.25,9.13,5.15,7.52,6.25,9.13,177.1,6.25,6.25,9.13,6.25,9.13,
246,California,CA,West,Pacific,2002,6.75,9.71,5.15,7.4,6.75,9.71,179.9,6.75,6.75,9.71,6.75,9.71,
247,California,CA,West,Pacific,2003,6.75,9.49,5.15,7.24,6.75,9.49,184.0,6.75,6.75,9.49,6.75,9.49,
248,California,CA,West,Pacific,2004,6.75,9.24,5.15,7.05,6.75,9.24,188.9,6.75,6.75,9.24,6.75,9.24,
249,California,CA,West,Pacific,2005,6.75,8.94,5.15,6.82,6.75,8.94,195.3,6.75,6.75,8.94,6.75,8.94,
250,California,CA,West,Pacific,2006,6.75,8.66,5.15,6.61,6.75,8.66,201.6,6.75,6.75,8.66,6.75,8.66,
251,California,CA,West,Pacific,2007,7.5,9.36,5.15,6.42,7.5,9.36,207.342,7.5,7.5,9.36,7.5,9.36,
252,California,CA,West,Pacific,2008,8.0,9.61,5.85,7.03,8.0,9.61,215.303,8,8.0,9.61,8.0,9.61,
253,California,CA,West,Pacific,2009,8.0,9.65,6.55,7.9,8.0,9.65,214.537,8,8.0,9.65,8.0,9.65,
254,California,CA,West,Pacific,2010,8.0,9.49,7.25,8.6,8.0,9.49,218.056,8,8.0,9.49,8.0,9.49,
255,California,CA,West,Pacific,2011,8.0,9.2,7.25,8.34,8.0,9.2,224.939,8,8.0,9.2,8.0,9.2,
256,California,CA,West,Pacific,2012,8.0,9.01,7.25,8.17,8.0,9.01,229.594,8,8.0,9.01,8.0,9.01,
257,California,CA,West,Pacific,2013,8.0,8.88,7.25,8.05,8.0,8.88,232.957,8,8.0,8.88,8.0,8.88,
258,California,CA,West,Pacific,2014,9.0,9.83,7.25,7.92,9.0,9.83,236.736,9,9.0,9.83,9.0,9.83,
259,California,CA,West,Pacific,2015,9.0,9.82,7.25,7.91,9.0,9.82,237.017,9,9.0,9.82,9.0,9.82,
260,California,CA,West,Pacific,2016,10.0,10.78,7.25,7.81,10.0,10.78,240.007,10,10.0,10.78,10.0,10.78,
261,California,CA,West,Pacific,2017,10.0,10.55,7.25,7.65,10.0,10.55,245.12,10,10.0,10.55,10.0,10.55,
262,California,CA,West,Pacific,2018,11.0,11.33,7.25,7.47,11.0,11.33,251.107,11,11.0,11.33,11.0,11.33,
263,California,CA,West,Pacific,2019,12.0,12.14,7.25,7.34,12.0,12.14,255.657,12,12.0,12.14,12.0,12.14,
264,California,CA,West,Pacific,2020,13.0,13.0,7.25,7.25,13.0,13.0,258.66,13,13.0,13.0,13.0,13.0,
265,Colorado,CO,West,Mountain,1968,1.0,7.43,1.15,8.55,1.15,8.55,34.8,1.00 - 1.25(b),1.0,7.43,1.25,9.29,(b)
266,Colorado,CO,West,Mountain,1969,1.0,7.05,1.15,8.11,1.15,8.11,36.7,1.00 - 1.25(b),1.0,7.05,1.25,8.81,(b)
267,Colorado,CO,West,Mountain,1970,1.0,6.67,1.3,8.67,1.3,8.67,38.8,1.00 - 1.25(b),1.0,6.67,1.25,8.33,(b)
268,Colorado,CO,West,Mountain,1971,1.0,6.39,1.3,8.3,1.3,8.3,40.5,1.00 - 1.25(b),1.0,6.39,1.25,7.98,(b)
269,Colorado,CO,West,Mountain,1972,1.0,6.19,1.6,9.9,1.6,9.9,41.8,1.00 - 1.25(b),1.0,6.19,1.25,7.74,(b)
270,Colorado,CO,West,Mountain,1973,1.0,5.83,1.6,9.32,1.6,9.32,44.4,1.00 - 1.25(b),1.0,5.83,1.25,7.28,(b)
271,Colorado,CO,West,Mountain,1974,1.0,5.25,1.6,8.39,1.6,8.39,49.3,1.00 - 1.25(b),1.0,5.25,1.25,6.56,(b)
272,Colorado,CO,West,Mountain,1975,1.0,4.81,1.6,7.69,1.6,7.69,53.8,1.00 - 1.25(b),1.0,4.81,1.25,6.01,(b)
273,Colorado,CO,West,Mountain,1976,1.0,4.55,2.2,10.0,2.2,10.0,56.9,1.00 - 1.25(b),1.0,4.55,1.25,5.68,(b)
274,Colorado,CO,West,Mountain,1977,1.0,4.27,2.2,9.39,2.2,9.39,60.6,1.00 - 1.25(b),1.0,4.27,1.25,5.34,(b)
275,Colorado,CO,West,Mountain,1978,1.0,3.97,2.2,8.73,2.2,8.73,65.2,1.00 - 1.25(b),1.0,3.97,1.25,4.96,(b)
276,Colorado,CO,West,Mountain,1979,1.9,6.77,2.9,10.33,2.9,10.33,72.6,1.9,1.9,6.77,1.9,6.77,
277,Colorado,CO,West,Mountain,1980,1.9,5.96,3.1,9.73,3.1,9.73,82.4,1.9,1.9,5.96,1.9,5.96,
278,Colorado,CO,West,Mountain,1981,1.9,5.41,3.35,9.53,3.35,9.53,90.9,1.9,1.9,5.41,1.9,5.41,
279,Colorado,CO,West,Mountain,1982,1.9,5.09,3.35,8.98,3.35,8.98,96.5,1.9,1.9,5.09,1.9,5.09,
280,Colorado,CO,West,Mountain,1983,1.9,4.93,3.35,8.7,3.35,8.7,99.6,1.9,1.9,4.93,1.9,4.93,
281,Colorado,CO,West,Mountain,1984,1.9,4.73,3.35,8.34,3.35,8.34,103.9,1.9,1.9,4.73,1.9,4.73,
282,Colorado,CO,West,Mountain,1985,1.9,4.57,3.35,8.05,3.35,8.05,107.6,1.9,1.9,4.57,1.9,4.57,
283,Colorado,CO,West,Mountain,1986,1.9,4.48,3.35,7.91,3.35,7.91,109.6,1.9,1.9,4.48,1.9,4.48,
284,Colorado,CO,West,Mountain,1987,1.9,4.33,3.35,7.63,3.35,7.63,113.6,1.9,1.9,4.33,1.9,4.33,
285,Colorado,CO,West,Mountain,1988,3.0,6.56,3.35,7.32,3.35,7.32,118.3,3,3.0,6.56,3.0,6.56,
286,Colorado,CO,West,Mountain,1989,3.0,6.26,3.35,6.99,3.35,6.99,124.0,3,3.0,6.26,3.0,6.26,
287,Colorado,CO,West,Mountain,1990,3.0,5.94,3.35,6.63,3.35,6.63,130.7,3,3.0,5.94,3.0,5.94,
288,Colorado,CO,West,Mountain,1991,3.0,5.7,3.8,7.22,3.8,7.22,136.2,3,3.0,5.7,3.0,5.7,
289,Colorado,CO,West,Mountain,1992,3.0,5.53,4.25,7.84,4.25,7.84,140.3,3,3.0,5.53,3.0,5.53,
290,Colorado,CO,West,Mountain,1993,3.0,5.37,4.25,7.61,4.25,7.61,144.5,3,3.0,5.37,3.0,5.37,
291,Colorado,CO,West,Mountain,1994,3.0,5.24,4.25,7.42,4.25,7.42,148.2,3,3.0,5.24,3.0,5.24,
292,Colorado,CO,West,Mountain,1995,3.0,5.09,4.25,7.21,4.25,7.21,152.4,3,3.0,5.09,3.0,5.09,
293,Colorado,CO,West,Mountain,1996,3.0,4.95,4.25,7.01,4.25,7.01,156.9,3,3.0,4.95,3.0,4.95,
294,Colorado,CO,West,Mountain,1997,4.75,7.66,4.75,7.66,4.75,7.66,160.5,4.75,4.75,7.66,4.75,7.66,
295,Colorado,CO,West,Mountain,1998,5.15,8.17,5.15,8.17,5.15,8.17,163.0,5.15,5.15,8.17,5.15,8.17,
296,Colorado,CO,West,Mountain,1999,5.15,8.0,5.15,8.0,5.15,8.0,166.6,5.15,5.15,8.0,5.15,8.0,
297,Colorado,CO,West,Mountain,2000,5.15,7.74,5.15,7.74,5.15,7.74,172.2,5.15,5.15,7.74,5.15,7.74,
298,Colorado,CO,West,Mountain,2001,5.15,7.52,5.15,7.52,5.15,7.52,177.1,5.15,5.15,7.52,5.15,7.52,
299,Colorado,CO,West,Mountain,2002,5.15,7.4,5.15,7.4,5.15,7.4,179.9,5.15,5.15,7.4,5.15,7.4,
300,Colorado,CO,West,Mountain,2003,5.15,7.24,5.15,7.24,5.15,7.24,184.0,5.15,5.15,7.24,5.15,7.24,
301,Colorado,CO,West,Mountain,2004,5.15,7.05,5.15,7.05,5.15,7.05,188.9,5.15,5.15,7.05,5.15,7.05,
302,Colorado,CO,West,Mountain,2005,5.15,6.82,5.15,6.82,5.15,6.82,195.3,5.15,5.15,6.82,5.15,6.82,
303,Colorado,CO,West,Mountain,2006,5.15,6.61,5.15,6.61,5.15,6.61,201.6,5.15,5.15,6.61,5.15,6.61,
304,Colorado,CO,West,Mountain,2007,6.85,8.55,5.15,6.42,6.85,8.55,207.342,6.85,6.85,8.55,6.85,8.55,
305,Colorado,CO,West,Mountain,2008,7.02,8.43,5.85,7.03,7.02,8.43,215.303,7.02,7.02,8.43,7.02,8.43,
306,Colorado,CO,West,Mountain,2009,7.28,8.78,6.55,7.9,7.28,8.78,214.537,7.28,7.28,8.78,7.28,8.78,
307,Colorado,CO,West,Mountain,2010,7.24,8.59,7.25,8.6,7.25,8.6,218.056,7.24,7.24,8.59,7.24,8.59,
308,Colorado,CO,West,Mountain,2011,7.36,8.46,7.25,8.34,7.36,8.46,224.939,7.36,7.36,8.46,7.36,8.46,
309,Colorado,CO,West,Mountain,2012,7.64,8.61,7.25,8.17,7.64,8.61,229.594,7.64,7.64,8.61,7.64,8.61,
310,Colorado,CO,West,Mountain,2013,7.78,8.64,7.25,8.05,7.78,8.64,232.957,7.78,7.78,8.64,7.78,8.64,
311,Colorado,CO,West,Mountain,2014,8.0,8.74,7.25,7.92,8.0,8.74,236.736,8,8.0,8.74,8.0,8.74,
312,Colorado,CO,West,Mountain,2015,8.23,8.98,7.25,7.91,8.23,8.98,237.017,8.23,8.23,8.98,8.23,8.98,
313,Colorado,CO,West,Mountain,2016,8.31,8.96,7.25,7.81,8.31,8.96,240.007,8.31,8.31,8.96,8.31,8.96,
314,Colorado,CO,West,Mountain,2017,9.3,9.81,7.25,7.65,9.3,9.81,245.12,9.3,9.3,9.81,9.3,9.81,
315,Colorado,CO,West,Mountain,2018,10.2,10.51,7.25,7.47,10.2,10.51,251.107,10.2,10.2,10.51,10.2,10.51,
316,Colorado,CO,West,Mountain,2019,12.0,12.14,7.25,7.34,12.0,12.14,255.657,12,12.0,12.14,12.0,12.14,
317,Colorado,CO,West,Mountain,2020,12.0,12.0,7.25,7.25,12.0,12.0,258.66,12,12.0,12.0,12.0,12.0,
318,Connecticut,CT,Northeast,New England,1968,1.4,10.41,1.15,8.55,1.4,10.41,34.8,1.4,1.4,10.41,1.4,10.41,
319,Connecticut,CT,Northeast,New England,1969,1.4,9.87,1.15,8.11,1.4,9.87,36.7,1.4,1.4,9.87,1.4,9.87,
320,Connecticut,CT,Northeast,New England,1970,1.6,10.67,1.3,8.67,1.6,10.67,38.8,1.6,1.6,10.67,1.6,10.67,
321,Connecticut,CT,Northeast,New England,1971,1.6,10.22,1.3,8.3,1.6,10.22,40.5,1.6,1.6,10.22,1.6,10.22,
322,Connecticut,CT,Northeast,New England,1972,1.85,11.45,1.6,9.9,1.85,11.45,41.8,1.85,1.85,11.45,1.85,11.45,
323,Connecticut,CT,Northeast,New England,1973,1.85,10.78,1.6,9.32,1.85,10.78,44.4,1.85,1.85,10.78,1.85,10.78,
324,Connecticut,CT,Northeast,New England,1974,1.85,9.71,1.6,8.39,1.85,9.71,49.3,1.85,1.85,9.71,1.85,9.71,
325,Connecticut,CT,Northeast,New England,1975,1.85,8.89,1.6,7.69,1.85,8.89,53.8,1.85,1.85,8.89,1.85,8.89,
326,Connecticut,CT,Northeast,New England,1976,2.21,10.05,2.2,10.0,2.21,10.05,56.9,2.21 & 2.31,2.21,10.05,2.31,10.5,
327,Connecticut,CT,Northeast,New England,1977,2.21,9.43,2.2,9.39,2.21,9.43,60.6,2.21 & 2.31,2.21,9.43,2.31,9.86,
328,Connecticut,CT,Northeast,New England,1978,2.21,8.77,2.2,8.73,2.21,8.77,65.2,2.21 & 2.31,2.21,8.77,2.31,9.16,
329,Connecticut,CT,Northeast,New England,1979,2.91,10.37,2.9,10.33,2.91,10.37,72.6,2.91,2.91,10.37,2.91,10.37,
330,Connecticut,CT,Northeast,New England,1980,3.12,9.79,3.1,9.73,3.12,9.79,82.4,3.12,3.12,9.79,3.12,9.79,
331,Connecticut,CT,Northeast,New England,1981,3.37,9.59,3.35,9.53,3.37,9.59,90.9,3.37,3.37,9.59,3.37,9.59,
332,Connecticut,CT,Northeast,New England,1982,3.37,9.03,3.35,8.98,3.37,9.03,96.5,3.37,3.37,9.03,3.37,9.03,
333,Connecticut,CT,Northeast,New England,1983,3.37,8.75,3.35,8.7,3.37,8.75,99.6,3.37,3.37,8.75,3.37,8.75,
334,Connecticut,CT,Northeast,New England,1984,3.37,8.39,3.35,8.34,3.37,8.39,103.9,3.37,3.37,8.39,3.37,8.39,
335,Connecticut,CT,Northeast,New England,1985,3.37,8.1,3.35,8.05,3.37,8.1,107.6,3.37,3.37,8.1,3.37,8.1,
336,Connecticut,CT,Northeast,New England,1986,3.37,7.95,3.35,7.91,3.37,7.95,109.6,3.37,3.37,7.95,3.37,7.95,
337,Connecticut,CT,Northeast,New England,1987,3.37,7.67,3.35,7.63,3.37,7.67,113.6,3.37,3.37,7.67,3.37,7.67,
338,Connecticut,CT,Northeast,New England,1988,3.75,8.2,3.35,7.32,3.75,8.2,118.3,3.75,3.75,8.2,3.75,8.2,
339,Connecticut,CT,Northeast,New England,1989,3.75,7.82,3.35,6.99,3.75,7.82,124.0,3.75,3.75,7.82,3.75,7.82,
340,Connecticut,CT,Northeast,New England,1990,3.75,7.42,3.35,6.63,3.75,7.42,130.7,3.75,3.75,7.42,3.75,7.42,
341,Connecticut,CT,Northeast,New England,1991,4.25,8.07,3.8,7.22,4.25,8.07,136.2,4.25,4.25,8.07,4.25,8.07,
342,Connecticut,CT,Northeast,New England,1992,4.27,7.87,4.25,7.84,4.27,7.87,140.3,4.27,4.27,7.87,4.27,7.87,
343,Connecticut,CT,Northeast,New England,1993,4.27,7.64,4.25,7.61,4.27,7.64,144.5,4.27,4.27,7.64,4.27,7.64,
344,Connecticut,CT,Northeast,New England,1994,4.27,7.45,4.25,7.42,4.27,7.45,148.2,4.27,4.27,7.45,4.27,7.45,
345,Connecticut,CT,Northeast,New England,1995,4.27,7.25,4.25,7.21,4.27,7.25,152.4,4.27,4.27,7.25,4.27,7.25,
346,Connecticut,CT,Northeast,New England,1996,4.27,7.04,4.25,7.01,4.27,7.04,156.9,4.27,4.27,7.04,4.27,7.04,
347,Connecticut,CT,Northeast,New England,1997,4.77,7.69,4.75,7.66,4.77,7.69,160.5,4.77,4.77,7.69,4.77,7.69,
348,Connecticut,CT,Northeast,New England,1998,5.18,8.22,5.15,8.17,5.18,8.22,163.0,5.18,5.18,8.22,5.18,8.22,
349,Connecticut,CT,Northeast,New England,1999,5.18,8.04,5.15,8.0,5.18,8.04,166.6,5.18,5.18,8.04,5.18,8.04,
350,Connecticut,CT,Northeast,New England,2000,6.15,9.24,5.15,7.74,6.15,9.24,172.2,6.15,6.15,9.24,6.15,9.24,
351,Connecticut,CT,Northeast,New England,2001,6.4,9.35,5.15,7.52,6.4,9.35,177.1,6.4,6.4,9.35,6.4,9.35,
352,Connecticut,CT,Northeast,New England,2002,6.7,9.63,5.15,7.4,6.7,9.63,179.9,6.7,6.7,9.63,6.7,9.63,
353,Connecticut,CT,Northeast,New England,2003,6.9,9.7,5.15,7.24,6.9,9.7,184.0,6.9,6.9,9.7,6.9,9.7,
354,Connecticut,CT,Northeast,New England,2004,7.1,9.72,5.15,7.05,7.1,9.72,188.9,7.1,7.1,9.72,7.1,9.72,
355,Connecticut,CT,Northeast,New England,2005,7.1,9.4,5.15,6.82,7.1,9.4,195.3,7.1,7.1,9.4,7.1,9.4,
356,Connecticut,CT,Northeast,New England,2006,7.4,9.49,5.15,6.61,7.4,9.49,201.6,7.4,7.4,9.49,7.4,9.49,
357,Connecticut,CT,Northeast,New England,2007,7.65,9.54,5.15,6.42,7.65,9.54,207.342,7.65,7.65,9.54,7.65,9.54,
358,Connecticut,CT,Northeast,New England,2008,7.65,9.19,5.85,7.03,7.65,9.19,215.303,7.65,7.65,9.19,7.65,9.19,
359,Connecticut,CT,Northeast,New England,2009,8.0,9.65,6.55,7.9,8.0,9.65,214.537,8,8.0,9.65,8.0,9.65,
360,Connecticut,CT,Northeast,New England,2010,8.25,9.79,7.25,8.6,8.25,9.79,218.056,8.25,8.25,9.79,8.25,9.79,
361,Connecticut,CT,Northeast,New England,2011,8.25,9.49,7.25,8.34,8.25,9.49,224.939,8.25,8.25,9.49,8.25,9.49,
362,Connecticut,CT,Northeast,New England,2012,8.25,9.29,7.25,8.17,8.25,9.29,229.594,8.25,8.25,9.29,8.25,9.29,
363,Connecticut,CT,Northeast,New England,2013,8.25,9.16,7.25,8.05,8.25,9.16,232.957,8.25,8.25,9.16,8.25,9.16,
364,Connecticut,CT,Northeast,New England,2014,8.7,9.51,7.25,7.92,8.7,9.51,236.736,8.7,8.7,9.51,8.7,9.51,
365,Connecticut,CT,Northeast,New England,2015,9.15,9.99,7.25,7.91,9.15,9.99,237.017,9.15,9.15,9.99,9.15,9.99,
366,Connecticut,CT,Northeast,New England,2016,9.6,10.35,7.25,7.81,9.6,10.35,240.007,9.6,9.6,10.35,9.6,10.35,
367,Connecticut,CT,Northeast,New England,2017,10.1,10.66,7.25,7.65,10.1,10.66,245.12,10.1,10.1,10.66,10.1,10.66,
368,Connecticut,CT,Northeast,New England,2018,10.1,10.4,7.25,7.47,10.1,10.4,251.107,10.1,10.1,10.4,10.1,10.4,
369,Connecticut,CT,Northeast,New England,2019,11.0,11.13,7.25,7.34,11.0,11.13,255.657,11,11.0,11.13,11.0,11.13,
370,Connecticut,CT,Northeast,New England,2020,11.0,11.0,7.25,7.25,11.0,11.0,258.66,11,11.0,11.0,11.0,11.0,
371,District of Columbia,DC,South,South Atlantic,1968,1.25,9.29,1.15,8.55,1.25,9.29,34.8,1.25 - 1.40,1.25,9.29,1.4,10.41,
372,District of Columbia,DC,South,South Atlantic,1969,1.25,8.81,1.15,8.11,1.25,8.81,36.7,1.25 - 1.40,1.25,8.81,1.4,9.87,
373,District of Columbia,DC,South,South Atlantic,1970,1.6,10.67,1.3,8.67,1.6,10.67,38.8,1.60 - 2.00,1.6,10.67,2.0,13.33,
374,District of Columbia,DC,South,South Atlantic,1971,1.6,10.22,1.3,8.3,1.6,10.22,40.5,1.60 - 2.00,1.6,10.22,2.0,12.77,
375,District of Columbia,DC,South,South Atlantic,1972,1.6,9.9,1.6,9.9,1.6,9.9,41.8,1.60 - 2.25,1.6,9.9,2.25,13.92,
376,District of Columbia,DC,South,South Atlantic,1973,1.6,9.32,1.6,9.32,1.6,9.32,44.4,1.60 - 2.25,1.6,9.32,2.25,13.11,
377,District of Columbia,DC,South,South Atlantic,1974,1.6,8.39,1.6,8.39,1.6,8.39,49.3,1.60 - 2.25,1.6,8.39,2.25,11.8,
378,District of Columbia,DC,South,South Atlantic,1975,1.6,7.69,1.6,7.69,1.6,7.69,53.8,1.60 - 2.25,1.6,7.69,2.25,10.82,
379,District of Columbia,DC,South,South Atlantic,1976,2.25,10.23,2.2,10.0,2.25,10.23,56.9,2.25 - 2.75,2.25,10.23,2.75,12.5,
380,District of Columbia,DC,South,South Atlantic,1977,2.25,9.6,2.2,9.39,2.25,9.6,60.6,2.25 - 2.75,2.25,9.6,2.75,11.74,
381,District of Columbia,DC,South,South Atlantic,1978,2.25,8.93,2.2,8.73,2.25,8.93,65.2,2.25 - 2.75,2.25,8.93,2.75,10.91,
382,District of Columbia,DC,South,South Atlantic,1979,2.46,8.76,2.9,10.33,2.9,10.33,72.6,2.46 - 3.00,2.46,8.76,3.0,10.69,
383,District of Columbia,DC,South,South Atlantic,1980,2.5,7.85,3.1,9.73,3.1,9.73,82.4,2.50 - 3.50,2.5,7.85,3.5,10.99,
384,District of Columbia,DC,South,South Atlantic,1981,2.5,7.11,3.35,9.53,3.35,9.53,90.9,2.50 - 3.75,2.5,7.11,3.75,10.67,
385,District of Columbia,DC,South,South Atlantic,1982,2.5,6.7,3.35,8.98,3.35,8.98,96.5,2.50 - 3.75,2.5,6.7,3.75,10.05,
386,District of Columbia,DC,South,South Atlantic,1983,2.5,6.49,3.35,8.7,3.35,8.7,99.6,2.50 - 3.75,2.5,6.49,3.75,9.74,
387,District of Columbia,DC,South,South Atlantic,1984,2.5,6.22,3.35,8.34,3.35,8.34,103.9,2.50 - 3.75,2.5,6.22,3.75,9.34,
388,District of Columbia,DC,South,South Atlantic,1985,2.5,6.01,3.35,8.05,3.35,8.05,107.6,2.50 - 3.75,2.5,6.01,3.75,9.01,
389,District of Columbia,DC,South,South Atlantic,1986,2.5,5.9,3.35,7.91,3.35,7.91,109.6,2.50 - 3.75,2.5,5.9,3.75,8.85,
390,District of Columbia,DC,South,South Atlantic,1987,2.5,5.69,3.35,7.63,3.35,7.63,113.6,2.50 - 3.75,2.5,5.69,3.75,8.54,
