,State,State Code,Region,Division,Year,State.Minimum.Wage,State.Minimum.Wage.2020.Dollars,Federal.Minimum.Wage,Federal.Minimum.Wage.2020.Dollars,Effective.Minimum.Wage,Effective.Minimum.Wage.2020.Dollars,CPI.Average,Department.Of.Labor.Uncleaned.Data,Department.Of.Labor.Cleaned.Low.Value,Department.Of.Labor.Cleaned.Low.Value.2020.Dollars,Department.Of.Labor.Cleaned.High.Value,Department.Of.Labor.Cleaned.High.Value.2020.Dollars,Footnote
2339,Utah,UT,West,Mountain,1975,1.2,5.77,1.6,7.69,1.6,7.69,53.8,1.20 - 1.35(b),1.2,5.77,1.35,6.49,(b)
2340,Utah,UT,West,Mountain,1976,1.55,7.05,2.2,10.0,2.2,10.0,56.9,1.55 - 1.70(b),1.55,7.05,1.7,7.73,(b)
2341,Utah,UT,West,Mountain,1977,1.55,6.62,2.2,9.39,2.2,9.39,60.6,1.55 - 1.70(b),1.55,6.62,1.7,7.26,(b)
2342,Utah,UT,West,Mountain,1978,1.55,6.15,2.2,8.73,2.2,8.73,65.2,1.55 - 1.70(b),1.55,6.15,1.7,6.74,(b)
2343,Utah,UT,West,Mountain,1979,2.2,7.84,2.9,10.33,2.9,10.33,72.6,2.20 - 2.45(b),2.2,7.84,2.45,8.73,(b)
2344,Utah,UT,West,Mountain,1980,2.35,7.38,3.1,9.73,3.1,9.73,82.4,2.35 - 2.60(b),2.35,7.38,2.6,8.16,(b)
2345,Utah,UT,West,Mountain,1981,2.5,7.11,3.35,9.53,3.35,9.53,90.9,2.50 - 2.75(b),2.5,7.11,2.75,7.83,(b)
2346,Utah,UT,West,Mountain,1982,2.5,6.7,3.35,8.98,3.35,8.98,96.5,2.50 - 2.75(b),2.5,6.7,2.75,7.37,(b)
2347,Utah,UT,West,Mountain,1983,2.5,6.49,3.35,8.7,3.35,8.7,99.6,2.50 - 2.75(b),2.5,6.49,2.75,7.14,(b)
2348,Utah,UT,West,Mountain,1984,2.5,6.22,3.35,8.34,3.35,8.34,103.9,2.50 - 2.75(b),2.5,6.22,2.75,6.85,(b)
2349,Utah,UT,West,Mountain,1985,2.5,6.01,3.35,8.05,3.35,8.05,107.6,2.50 - 2.75(b),2.5,6.01,2.75,6.61,(b)
2350,Utah,UT,West,Mountain,1986,2.5,5.9,3.35,7.91,3.35,7.91,109.6,2.50 - 2.75(b),2.5,5.9,2.75,6.49,(b)
2351,Utah,UT,West,Mountain,1987,2.5,5.69,3.35,7.63,3.35,7.63,113.6,2.50 - 2.75(b),2.5,5.69,2.75,6.26,(b)
2352,Utah,UT,West,Mountain,1988,2.5,5.47,3.35,7.32,3.35,7.32,118.3,2.50 - 2.75(b),2.5,5.47,2.75,6.01,(b)
2353,Utah,UT,West,Mountain,1989,2.5,5.21,3.35,6.99,3.35,6.99,124.0,2.50 - 2.75(b),2.5,5.21,2.75,5.74,(b)
2354,Utah,UT,West,Mountain,1990,2.5,4.95,3.35,6.63,3.35,6.63,130.7,2.50 - 2.75(b),2.5,4.95,2.75,5.44,(b)
2355,Utah,UT,West,Mountain,1991,3.8,7.22,3.8,7.22,3.8,7.22,136.2,3.8,3.8,7.22,3.8,7.22,
2356,Utah,UT,West,Mountain,1992,4.25,7.84,4.25,7.84,4.25,7.84,140.3,4.25,4.25,7.84,4.25,7.84,
2357,Utah,UT,West,Mountain,1993,4.25,7.61,4.25,7.61,4.25,7.61,144.5,4.25,4.25,7.61,4.25,7.61,
2358,Utah,UT,West,Mountain,1994,4.25,7.42,4.25,7.42,4.25,7.42,148.2,4.25,4.25,7.42,4.25,7.42,
2359,Utah,UT,West,Mountain,1995,4.25,7.21,4.25,7.21,4.25,7.21,152.4,4.25,4.25,7.21,4.25,7.21,
2360,Utah,UT,West,Mountain,1996,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25,4.25,7.01,4.25,7.01,
2361,Utah,UT,West,Mountain,1997,4.75,7.66,4.75,7.66,4.75,7.66,160.5,4.75,4.75,7.66,4.75,7.66,
2362,Utah,UT,West,Mountain,1998,5.15,8.17,5.15,8.17,5.15,8.17,163.0,5.15,5.15,8.17,5.15,8.17,
2363,Utah,UT,West,Mountain,1999,5.15,8.0,5.15,8.0,5.15,8.0,166.6,5.15,5.15,8.0,5.15,8.0,
2364,Utah,UT,West,Mountain,2000,5.15,7.74,5.15,7.74,5.15,7.74,172.2,5.15,5.15,7.74,5.15,7.74,
2365,Utah,UT,West,Mountain,2001,5.15,7.52,5.15,7.52,5.15,7.52,177.1,5.15,5.15,7.52,5.15,7.52,
2366,Utah,UT,West,Mountain,2002,5.15,7.4,5.15,7.4,5.15,7.4,179.9,5.15,5.15,7.4,5.15,7.4,
2367,Utah,UT,West,Mountain,2003,5.15,7.24,5.15,7.24,5.15,7.24,184.0,5.15,5.15,7.24,5.15,7.24,
2368,Utah,UT,West,Mountain,2004,5.15,7.05,5.15,7.05,5.15,7.05,188.9,5.15,5.15,7.05,5.15,7.05,
2369,Utah,UT,West,Mountain,2005,5.15,6.82,5.15,6.82,5.15,6.82,195.3,5.15,5.15,6.82,5.15,6.82,
2370,Utah,UT,West,Mountain,2006,5.15,6.61,5.15,6.61,5.15,6.61,201.6,5.15,5.15,6.61,5.15,6.61,
2371,Utah,UT,West,Mountain,2007,5.15,6.42,5.15,6.42,5.15,6.42,207.342,5.15,5.15,6.42,5.15,6.42,
2372,Utah,UT,West,Mountain,2008,5.85,7.03,5.85,7.03,5.85,7.03,215.303,5.85,5.85,7.03,5.85,7.03,
2373,Utah,UT,West,Mountain,2009,6.55,7.9,6.55,7.9,6.55,7.9,214.537,6.55,6.55,7.9,6.55,7.9,
2374,Utah,UT,West,Mountain,2010,7.25,8.6,7.25,8.6,7.25,8.6,218.056,7.25,7.25,8.6,7.25,8.6,
2375,Utah,UT,West,Mountain,2011,7.25,8.34,7.25,8.34,7.25,8.34,224.939,7.25,7.25,8.34,7.25,8.34,
2376,Utah,UT,West,Mountain,2012,7.25,8.17,7.25,8.17,7.25,8.17,229.594,7.25,7.25,8.17,7.25,8.17,
2377,Utah,UT,West,Mountain,2013,7.25,8.05,7.25,8.05,7.25,8.05,232.957,7.25,7.25,8.05,7.25,8.05,
2378,Utah,UT,West,Mountain,2014,7.25,7.92,7.25,7.92,7.25,7.92,236.736,7.25,7.25,7.92,7.25,7.92,
2379,Utah,UT,West,Mountain,2015,7.25,7.91,7.25,7.91,7.25,7.91,237.017,7.25,7.25,7.91,7.25,7.91,
2380,Utah,UT,West,Mountain,2016,7.25,7.81,7.25,7.81,7.25,7.81,240.007,7.25,7.25,7.81,7.25,7.81,
2381,Utah,UT,West,Mountain,2017,7.25,7.65,7.25,7.65,7.25,7.65,245.12,7.25,7.25,7.65,7.25,7.65,
2382,Utah,UT,West,Mountain,2018,7.25,7.47,7.25,7.47,7.25,7.47,251.107,7.25,7.25,7.47,7.25,7.47,
2383,Utah,UT,West,Mountain,2019,7.25,7.34,7.25,7.34,7.25,7.34,255.657,7.25,7.25,7.34,7.25,7.34,
2384,Utah,UT,West,Mountain,2020,7.25,7.25,7.25,7.25,7.25,7.25,258.66,7.25,7.25,7.25,7.25,7.25,
2385,Virginia,VA,South,South Atlantic,1968,0.0,0.0,1.15,8.55,1.15,8.55,34.8,...,0.0,0.0,0.0,0.0,
2386,Virginia,VA,South,South Atlantic,1969,0.0,0.0,1.15,8.11,1.15,8.11,36.7,...,0.0,0.0,0.0,0.0,
2387,Virginia,VA,South,South Atlantic,1970,0.0,0.0,1.3,8.67,1.3,8.67,38.8,...,0.0,0.0,0.0,0.0,
2388,Virginia,VA,South,South Atlantic,1971,0.0,0.0,1.3,8.3,1.3,8.3,40.5,...,0.0,0.0,0.0,0.0,
2389,Virginia,VA,South,South Atlantic,1972,0.0,0.0,1.6,9.9,1.6,9.9,41.8,...,0.0,0.0,0.0,0.0,
2390,Virginia,VA,South,South Atlantic,1973,0.0,0.0,1.6,9.32,1.6,9.32,44.4,...,0.0,0.0,0.0,0.0,
2391,Virginia,VA,South,South Atlantic,1974,0.0,0.0,1.6,8.39,1.6,8.39,49.3,...,0.0,0.0,0.0,0.0,
2392,Virginia,VA,South,South Atlantic,1975,0.0,0.0,1.6,7.69,1.6,7.69,53.8,...,0.0,0.0,0.0,0.0,
2393,Virginia,VA,South,South Atlantic,1976,2.0,9.09,2.2,10.0,2.2,10.0,56.9,2,2.0,9.09,2.0,9.09,
2394,Virginia,VA,South,South Atlantic,1977,2.0,8.54,2.2,9.39,2.2,9.39,60.6,2,2.0,8.54,2.0,8.54,
2395,Virginia,VA,South,South Atlantic,1978,2.0,7.93,2.2,8.73,2.2,8.73,65.2,2,2.0,7.93,2.0,7.93,
2396,Virginia,VA,South,South Atlantic,1979,2.35,8.37,2.9,10.33,2.9,10.33,72.6,2.35,2.35,8.37,2.35,8.37,
2397,Virginia,VA,South,South Atlantic,1980,2.35,7.38,3.1,9.73,3.1,9.73,82.4,2.35,2.35,7.38,2.35,7.38,
2398,Virginia,VA,South,South Atlantic,1981,2.65,7.54,3.35,9.53,3.35,9.53,90.9,2.65,2.65,7.54,2.65,7.54,
2399,Virginia,VA,South,South Atlantic,1982,2.65,7.1,3.35,8.98,3.35,8.98,96.5,2.65,2.65,7.1,2.65,7.1,
2400,Virginia,VA,South,South Atlantic,1983,2.65,6.88,3.35,8.7,3.35,8.7,99.6,2.65,2.65,6.88,2.65,6.88,
2401,Virginia,VA,South,South Atlantic,1984,2.65,6.6,3.35,8.34,3.35,8.34,103.9,2.65,2.65,6.6,2.65,6.6,
2402,Virginia,VA,South,South Atlantic,1985,2.65,6.37,3.35,8.05,3.35,8.05,107.6,2.65,2.65,6.37,2.65,6.37,
2403,Virginia,VA,South,South Atlantic,1986,2.65,6.25,3.35,7.91,3.35,7.91,109.6,2.65,2.65,6.25,2.65,6.25,
2404,Virginia,VA,South,South Atlantic,1987,2.65,6.03,3.35,7.63,3.35,7.63,113.6,2.65,2.65,6.03,2.65,6.03,
2405,Virginia,VA,South,South Atlantic,1988,2.65,5.79,3.35,7.32,3.35,7.32,118.3,2.65,2.65,5.79,2.65,5.79,
2406,Virginia,VA,South,South Atlantic,1989,2.65,5.53,3.35,6.99,3.35,6.99,124.0,2.65,2.65,5.53,2.65,5.53,
2407,Virginia,VA,South,South Atlantic,1990,2.65,5.24,3.35,6.63,3.35,6.63,130.7,2.65,2.65,5.24,2.65,5.24,
2408,Virginia,VA,South,South Atlantic,1991,2.65,5.03,3.8,7.22,3.8,7.22,136.2,2.65,2.65,5.03,2.65,5.03,
2409,Virginia,VA,South,South Atlantic,1992,3.65,6.73,4.25,7.84,4.25,7.84,140.3,3.65,3.65,6.73,3.65,6.73,
2410,Virginia,VA,South,South Atlantic,1993,3.65,6.53,4.25,7.61,4.25,7.61,144.5,3.65,3.65,6.53,3.65,6.53,
2411,Virginia,VA,South,South Atlantic,1994,4.25,7.42,4.25,7.42,4.25,7.42,148.2,4.25,4.25,7.42,4.25,7.42,
2412,Virginia,VA,South,South Atlantic,1995,4.25,7.21,4.25,7.21,4.25,7.21,152.4,4.25,4.25,7.21,4.25,7.21,
2413,Virginia,VA,South,South Atlantic,1996,4.25,7.01,4.25,7.01,4.25,7.01,156.9,4.25[c],4.25,7.01,4.25,7.01,[c]
2414,Virginia,VA,South,South Atlantic,1997,4.75,7.66,4.75,7.66,4.75,7.66,160.5,4.75[c],4.75,7.66,4.75,7.66,[c]
2415,Virginia,VA,South,South Atlantic,1998,5.15,8.17,5.15,8.17,5.15,8.17,163.0,5.15[c],5.15,8.17,5.15,8.17,[c]
2416,Virginia,VA,South,South Atlantic,1999,5.15,8.0,5.15,8.0,5.15,8.0,166.6,5.15[c],5.15,8.0,5.15,8.0,[c]
2417,Virginia,VA,South,South Atlantic,2000,5.15,7.74,5.15,7.74,5.15,7.74,172.2,5.15[c],5.15,7.74,5.15,7.74,[c]
2418,Virginia,VA,South,South Atlantic,2001,5.15,7.52,5.15,7.52,5.15,7.52,177.1,5.15[c],5.15,7.52,5.15,7.52,[c]
2419,Virginia,VA,South,South Atlantic,2002,5.15,7.4,5.15,7.4,5.15,7.4,179.9,5.15[c],5.15,7.4,5.15,7.4,[c]
2420,Virginia,VA,South,South Atlantic,2003,5.15,7.24,5.15,7.24,5.15,7.24,184.0,5.15[c],5.15,7.24,5.15,7.24,[c]
2421,Virginia,VA,South,South Atlantic,2004,5.15,7.05,5.15,7.05,5.15,7.05,188.9,5.15[c],5.15,7.05,5.15,7.05,[c]
2422,Virginia,VA,South,South Atlantic,2005,5.15,6.82,5.15,6.82,5.15,6.82,195.3,5.15[c],5.15,6.82,5.15,6.82,[c]
2423,Virginia,VA,South,South Atlantic,2006,5.15,6.61,5.15,6.61,5.15,6.61,201.6,5.15[c],5.15,6.61,5.15,6.61,[c]
2424,Virginia,VA,South,South Atlantic,2007,5.15,6.42,5.15,6.42,5.15,6.42,207.342,5.15[c],5.15,6.42,5.15,6.42,[c]
2425,Virginia,VA,South,South Atlantic,2008,5.85,7.03,5.85,7.03,5.85,7.03,215.303,5.85[c],5.85,7.03,5.85,7.03,[c]
2426,Virginia,VA,South,South Atlantic,2009,6.55,7.9,6.55,7.9,6.55,7.9,214.537,6.55[c],6.55,7.9,6.55,7.9,[c]
2427,Virginia,VA,South,South Atlantic,2010,7.25,8.6,7.25,8.6,7.25,8.6,218.056,7.25[c],7.25,8.6,7.25,8.6,[c]
2428,Virginia,VA,South,South Atlantic,2011,7.25,8.34,7.25,8.34,7.25,8.34,224.939,7.25[c],7.25,8.34,7.25,8.34,[c]
2429,Virginia,VA,South,South Atlantic,2012,7.25,8.17,7.25,8.17,7.25,8.17,229.594,7.25[c],7.25,8.17,7.25,8.17,[c]
2430,Virginia,VA,South,South Atlantic,2013,7.25,8.05,7.25,8.05,7.25,8.05,232.957,7.25[c],7.25,8.05,7.25,8.05,[c]
2431,Virginia,VA,South,South Atlantic,2014,7.25,7.92,7.25,7.92,7.25,7.92,236.736,7.25[c],7.25,7.92,7.25,7.92,[c]
2432,Virginia,VA,South,South Atlantic,2015,7.25,7.91,7.25,7.91,7.25,7.91,237.017,7.25[c],7.25,7.91,7.25,7.91,[c]
2433,Virginia,VA,South,South Atlantic,2016,7.25,7.81,7.25,7.81,7.25,7.81,240.007,7.25[c],7.25,7.81,7.25,7.81,[c]
2434,Virginia,VA,South,South Atlantic,2017,7.25,7.65,7.25,7.65,7.25,7.65,245.12,7.25[c],7.25,7.65,7.25,7.65,[c]
2435,Virginia,VA,South,South Atlantic,2018,7.25,7.47,7.25,7.47,7.25,7.47,251.107,7.25[c],7.25,7.47,7.25,7.47,[c]
2436,Virginia,VA,South,South Atlantic,2019,7.25,7.34,7.25,7.34,7.25,7.34,255.657,7.25[c],7.25,7.34,7.25,7.34,[c]
2437,Virginia,VA,South,South Atlantic,2020,7.25,7.25,7.25,7.25,7.25,7.25,258.66,7.25[c],7.25,7.25,7.25,7.25,[c]
2438,Vermont,VT,Northeast,New England,1968,1.4,10.41,1.15,8.55,1.4,10.41,34.8,1.4,1.4,10.41,1.4,10.41,
2439,Vermont,VT,Northeast,New England,1969,1.4,9.87,1.15,8.11,1.4,9.87,36.7,1.4,1.4,9.87,1.4,9.87,
2440,Vermont,VT,Northeast,New England,1970,1.6,10.67,1.3,8.67,1.6,10.67,38.8,1.6,1.6,10.67,1.6,10.67,
2441,Vermont,VT,Northeast,New England,1971,1.6,10.22,1.3,8.3,1.6,10.22,40.5,1.6,1.6,10.22,1.6,10.22,
2442,Vermont,VT,Northeast,New England,1972,1.6,9.9,1.6,9.9,1.6,9.9,41.8,1.6,1.6,9.9,1.6,9.9,
2443,Vermont,VT,Northeast,New England,1973,1.6,9.32,1.6,9.32,1.6,9.32,44.4,1.6,1.6,9.32,1.6,9.32,
2444,Vermont,VT,Northeast,New England,1974,1.6,8.39,1.6,8.39,1.6,8.39,49.3,1.6,1.6,8.39,1.6,8.39,
2445,Vermont,VT,Northeast,New England,1975,1.6,7.69,1.6,7.69,1.6,7.69,53.8,1.6,1.6,7.69,1.6,7.69,
2446,Vermont,VT,Northeast,New England,1976,2.3,10.46,2.2,10.0,2.3,10.46,56.9,2.3,2.3,10.46,2.3,10.46,
2447,Vermont,VT,Northeast,New England,1977,2.3,9.82,2.2,9.39,2.3,9.82,60.6,2.3,2.3,9.82,2.3,9.82,
2448,Vermont,VT,Northeast,New England,1978,2.3,9.12,2.2,8.73,2.3,9.12,65.2,2.3,2.3,9.12,2.3,9.12,
2449,Vermont,VT,Northeast,New England,1979,2.9,10.33,2.9,10.33,2.9,10.33,72.6,2.9,2.9,10.33,2.9,10.33,
2450,Vermont,VT,Northeast,New England,1980,3.1,9.73,3.1,9.73,3.1,9.73,82.4,3.1,3.1,9.73,3.1,9.73,
2451,Vermont,VT,Northeast,New England,1981,3.35,9.53,3.35,9.53,3.35,9.53,90.9,3.35,3.35,9.53,3.35,9.53,
2452,Vermont,VT,Northeast,New England,1982,3.35,8.98,3.35,8.98,3.35,8.98,96.5,3.35,3.35,8.98,3.35,8.98,
2453,Vermont,VT,Northeast,New England,1983,3.35,8.7,3.35,8.7,3.35,8.7,99.6,3.35,3.35,8.7,3.35,8.7,
2454,Vermont,VT,Northeast,New England,1984,3.35,8.34,3.35,8.34,3.35,8.34,103.9,3.35,3.35,8.34,3.35,8.34,
2455,Vermont,VT,Northeast,New England,1985,3.35,8.05,3.35,8.05,3.35,8.05,107.6,3.35,3.35,8.05,3.35,8.05,
2456,Vermont,VT,Northeast,New England,1986,3.35,7.91,3.35,7.91,3.35,7.91,109.6,3.35,3.35,7.91,3.35,7.91,
2457,Vermont,VT,Northeast,New England,1987,3.35,7.63,3.35,7.63,3.35,7.63,113.6,3.35,3.35,7.63,3.35,7.63,
2458,Vermont,VT,Northeast,New England,1988,3.55,7.76,3.35,7.32,3.55,7.76,118.3,3.55,3.55,7.76,3.55,7.76,
2459,Vermont,VT,Northeast,New England,1989,3.55,7.41,3.35,6.99,3.55,7.41,124.0,3.55,3.55,7.41,3.55,7.41,
2460,Vermont,VT,Northeast,New England,1990,3.55,7.03,3.35,6.63,3.55,7.03,130.7,3.55,3.55,7.03,3.55,7.03,
2461,Vermont,VT,Northeast,New England,1991,3.85,7.31,3.8,7.22,3.85,7.31,136.2,3.85,3.85,7.31,3.85,7.31,
2462,Vermont,VT,Northeast,New England,1992,4.25,7.84,4.25,7.84,4.25,7.84,140.3,4.25,4.25,7.84,4.25,7.84,
2463,Vermont,VT,Northeast,New England,1993,4.25,7.61,4.25,7.61,4.25,7.61,144.5,4.25,4.25,7.61,4.25,7.61,
2464,Vermont,VT,Northeast,New England,1994,4.25,7.42,4.25,7.42,4.25,7.42,148.2,4.25,4.25,7.42,4.25,7.42,
2465,Vermont,VT,Northeast,New England,1995,4.25,7.21,4.25,7.21,4.25,7.21,152.4,4.25,4.25,7.21,4.25,7.21,
2466,Vermont,VT,Northeast,New England,1996,4.75,7.83,4.25,7.01,4.75,7.83,156.9,4.75(e),4.75,7.83,4.75,7.83,(e)
2467,Vermont,VT,Northeast,New England,1997,5.0,8.06,4.75,7.66,5.0,8.06,160.5,5.00(e),5.0,8.06,5.0,8.06,(e)
2468,Vermont,VT,Northeast,New England,1998,5.25,8.33,5.15,8.17,5.25,8.33,163.0,5.25(e),5.25,8.33,5.25,8.33,(e)
2469,Vermont,VT,Northeast,New England,1999,5.25,8.15,5.15,8.0,5.25,8.15,166.6,5.25(e),5.25,8.15,5.25,8.15,(e)
2470,Vermont,VT,Northeast,New England,2000,5.75,8.64,5.15,7.74,5.75,8.64,172.2,5.75(e),5.75,8.64,5.75,8.64,(e)
2471,Vermont,VT,Northeast,New England,2001,6.25,9.13,5.15,7.52,6.25,9.13,177.1,6.25(e),6.25,9.13,6.25,9.13,(e)
2472,Vermont,VT,Northeast,New England,2002,6.25,8.99,5.15,7.4,6.25,8.99,179.9,6.25(e),6.25,8.99,6.25,8.99,(e)
2473,Vermont,VT,Northeast,New England,2003,6.25,8.79,5.15,7.24,6.25,8.79,184.0,6.25(e),6.25,8.79,6.25,8.79,(e)
2474,Vermont,VT,Northeast,New England,2004,6.75,9.24,5.15,7.05,6.75,9.24,188.9,6.75(e),6.75,9.24,6.75,9.24,(e)
2475,Vermont,VT,Northeast,New England,2005,7.0,9.27,5.15,6.82,7.0,9.27,195.3,7.00(e),7.0,9.27,7.0,9.27,(e)
2476,Vermont,VT,Northeast,New England,2006,7.25,9.3,5.15,6.61,7.25,9.3,201.6,7.25,7.25,9.3,7.25,9.3,
2477,Vermont,VT,Northeast,New England,2007,7.53,9.39,5.15,6.42,7.53,9.39,207.342,7.53(e) ,7.53,9.39,7.53,9.39,(e)
2478,Vermont,VT,Northeast,New England,2008,7.68,9.23,5.85,7.03,7.68,9.23,215.303,7.68(e),7.68,9.23,7.68,9.23,(e)
2479,Vermont,VT,Northeast,New England,2009,8.06,9.72,6.55,7.9,8.06,9.72,214.537,8.06(e),8.06,9.72,8.06,9.72,(e)
2480,Vermont,VT,Northeast,New England,2010,8.06,9.56,7.25,8.6,8.06,9.56,218.056,8.06(e),8.06,9.56,8.06,9.56,(e)
2481,Vermont,VT,Northeast,New England,2011,8.15,9.37,7.25,8.34,8.15,9.37,224.939,8.15(e),8.15,9.37,8.15,9.37,(e)
2482,Vermont,VT,Northeast,New England,2012,8.46,9.53,7.25,8.17,8.46,9.53,229.594,8.46(e),8.46,9.53,8.46,9.53,(e)
2483,Vermont,VT,Northeast,New England,2013,8.6,9.55,7.25,8.05,8.6,9.55,232.957,8.60(e),8.6,9.55,8.6,9.55,(e)
2484,Vermont,VT,Northeast,New England,2014,8.73,9.54,7.25,7.92,8.73,9.54,236.736,8.73(e),8.73,9.54,8.73,9.54,(e)
2485,Vermont,VT,Northeast,New England,2015,9.15,9.99,7.25,7.91,9.15,9.99,237.017,9.15(e),9.15,9.99,9.15,9.99,(e)
2486,Vermont,VT,Northeast,New England,2016,9.6,10.35,7.25,7.81,9.6,10.35,240.007,9.60(e),9.6,10.35,9.6,10.35,(e)
2487,Vermont,VT,Northeast,New England,2017,10.0,10.55,7.25,7.65,10.0,10.55,245.12,10.00(e),10.0,10.55,10.0,10.55,(e)
2488,Vermont,VT,Northeast,New England,2018,10.5,10.82,7.25,7.47,10.5,10.82,251.107,10.50(e),10.5,10.82,10.5,10.82,(e)
2489,Vermont,VT,Northeast,New England,2019,10.96,11.09,7.25,7.34,10.96,11.09,255.657,10.96(e),10.96,11.09,10.96,11.09,(e)
2490,Vermont,VT,Northeast,New England,2020,10.96,10.96,7.25,7.25,10.96,10.96,258.66,10.96(e),10.96,10.96,10.96,10.96,(e)
2491,Washington,WA,West,Pacific,1968,1.6,11.89,1.15,8.55,1.6,11.89,34.8,1.6,1.6,11.89,1.6,11.89,
2492,Washington,WA,West,Pacific,1969,1.6,11.28,1.15,8.11,1.6,11.28,36.7,1.6,1.6,11.28,1.6,11.28,
2493,Washington,WA,West,Pacific,1970,1.6,10.67,1.3,8.67,1.6,10.67,38.8,1.6,1.6,10.67,1.6,10.67,
2494,Washington,WA,West,Pacific,1971,1.6,10.22,1.3,8.3,1.6,10.22,40.5,1.6,1.6,10.22,1.6,10.22,
2495,Washington,WA,West,Pacific,1972,1.6,9.9,1.6,9.9,1.6,9.9,41.8,1.6,1.6,9.9,1.6,9.9,
2496,Washington,WA,West,Pacific,1973,1.6,9.32,1.6,9.32,1.6,9.32,44.4,1.6,1.6,9.32,1.6,9.32,
2497,Washington,WA,West,Pacific,1974,1.6,8.39,1.6,8.39,1.6,8.39,49.3,1.6,1.6,8.39,1.6,8.39,
2498,Washington,WA,West,Pacific,1975,1.6,7.69,1.6,7.69,1.6,7.69,53.8,1.6,1.6,7.69,1.6,7.69,
2499,Washington,WA,West,Pacific,1976,2.2,10.0,2.2,10.0,2.2,10.0,56.9,2.20 - 2.30,2.2,10.0,2.3,10.46,
2500,Washington,WA,West,Pacific,1977,2.2,9.39,2.2,9.39,2.2,9.39,60.6,2.20 - 2.30,2.2,9.39,2.3,9.82,
2501,Washington,WA,West,Pacific,1978,2.2,8.73,2.2,8.73,2.2,8.73,65.2,2.20 - 2.30,2.2,8.73,2.3,9.12,
2502,Washington,WA,West,Pacific,1979,2.3,8.19,2.9,10.33,2.9,10.33,72.6,2.3,2.3,8.19,2.3,8.19,
2503,Washington,WA,West,Pacific,1980,2.3,7.22,3.1,9.73,3.1,9.73,82.4,2.3,2.3,7.22,2.3,7.22,
2504,Washington,WA,West,Pacific,1981,2.3,6.54,3.35,9.53,3.35,9.53,90.9,2.3,2.3,6.54,2.3,6.54,
2505,Washington,WA,West,Pacific,1982,2.3,6.16,3.35,8.98,3.35,8.98,96.5,2.3,2.3,6.16,2.3,6.16,
2506,Washington,WA,West,Pacific,1983,2.3,5.97,3.35,8.7,3.35,8.7,99.6,2.3,2.3,5.97,2.3,5.97,
2507,Washington,WA,West,Pacific,1984,2.3,5.73,3.35,8.34,3.35,8.34,103.9,2.3,2.3,5.73,2.3,5.73,
2508,Washington,WA,West,Pacific,1985,2.3,5.53,3.35,8.05,3.35,8.05,107.6,2.3,2.3,5.53,2.3,5.53,
2509,Washington,WA,West,Pacific,1986,2.3,5.43,3.35,7.91,3.35,7.91,109.6,2.3,2.3,5.43,2.3,5.43,
2510,Washington,WA,West,Pacific,1987,2.3,5.24,3.35,7.63,3.35,7.63,113.6,2.3,2.3,5.24,2.3,5.24,
2511,Washington,WA,West,Pacific,1988,2.3,5.03,3.35,7.32,3.35,7.32,118.3,2.3,2.3,5.03,2.3,5.03,
2512,Washington,WA,West,Pacific,1989,2.3,4.8,3.35,6.99,3.35,6.99,124.0,2.3,2.3,4.8,2.3,4.8,
2513,Washington,WA,West,Pacific,1990,2.3,4.55,3.35,6.63,3.35,6.63,130.7,2.3,2.3,4.55,2.3,4.55,
2514,Washington,WA,West,Pacific,1991,4.25,8.07,3.8,7.22,4.25,8.07,136.2,4.25,4.25,8.07,4.25,8.07,
2515,Washington,WA,West,Pacific,1992,4.25,7.84,4.25,7.84,4.25,7.84,140.3,4.25,4.25,7.84,4.25,7.84,
2516,Washington,WA,West,Pacific,1993,4.25,7.61,4.25,7.61,4.25,7.61,144.5,4.25,4.25,7.61,4.25,7.61,
2517,Washington,WA,West,Pacific,1994,4.25,7.42,4.25,7.42,4.25,7.42,148.2,4.25,4.25,7.42,4.25,7.42,
2518,Washington,WA,West,Pacific,1995,4.25,7.21,4.25,7.21,4.25,7.21,152.4,4.25,4.25,7.21,4.25,7.21,
2519,Washington,WA,West,Pacific,1996,4.9,8.08,4.25,7.01,4.9,8.08,156.9,4.9,4.9,8.08,4.9,8.08,
2520,Washington,WA,West,Pacific,1997,4.9,7.9,4.75,7.66,4.9,7.9,160.5,4.9,4.9,7.9,4.9,7.9,
2521,Washington,WA,West,Pacific,1998,4.9,7.78,5.15,8.17,5.15,8.17,163.0,4.9,4.9,7.78,4.9,7.78,
2522,Washington,WA,West,Pacific,1999,4.9,7.61,5.15,8.0,5.15,8.0,166.6,4.9,4.9,7.61,4.9,7.61,
2523,Washington,WA,West,Pacific,2000,6.5,9.76,5.15,7.74,6.5,9.76,172.2,6.5,6.5,9.76,6.5,9.76,
2524,Washington,WA,West,Pacific,2001,6.72,9.81,5.15,7.52,6.72,9.81,177.1,6.72,6.72,9.81,6.72,9.81,
2525,Washington,WA,West,Pacific,2002,6.9,9.92,5.15,7.4,6.9,9.92,179.9,6.9,6.9,9.92,6.9,9.92,
2526,Washington,WA,West,Pacific,2003,7.01,9.85,5.15,7.24,7.01,9.85,184.0,7.01,7.01,9.85,7.01,9.85,
2527,Washington,WA,West,Pacific,2004,7.16,9.8,5.15,7.05,7.16,9.8,188.9,7.16,7.16,9.8,7.16,9.8,
